Client,data_recente,target,qt_faltas,moda_staff_faltante,moda_servico_faltante,moda_servico_cancelado,moda_staff_cancelado,antecedencia,qt_cancelamentos,moda_staff_prestou_servico,moda_dia,qte_servicos_por_dia,media,mediana,desvio_padrao,min,max,sum,qte_servico_recebido,recencia,ultimo_pagamento
CYRA01,2018-07-05,0,1,BECKY,CON,nenhum,nenhum,,0,BECKY,Tuesday,1.0,60.0,60.0,,60.0,60.0,60.0,1,65.0,60.0
KIRJ01,2018-07-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
POUG01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Thursday,1.0,35.0,35.0,,35.0,35.0,35.0,1,15.0,35.0
BANR01,2018-07-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Saturday,2.0,53.75,52.5,12.5,40.0,70.0,215.0,4,33.0,120.0
GUBD01,2018-07-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,50.0,50.0,14.142135623730951,40.0,60.0,100.0,2,41.0,60.0
BRIK01,2018-07-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,82.0,82.0,,82.0,82.0,82.0,1,63.0,82.0
KURG01,2018-04-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
GALB01,2018-07-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,53.333333333333336,60.0,11.547005383792515,40.0,60.0,160.0,3,36.0,60.0
KOLK01,2018-07-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
VALT01,2018-07-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CHMY01,2018-07-27,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,70.0,70.0,14.142135623730951,60.0,80.0,140.0,2,21.0,80.0
MARO01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Friday,1.0,60.0,60.0,,60.0,60.0,60.0,1,28.0,60.0
SHAM01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MINA02,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HIMB01,2018-07-06,0,0,nenhum,nenhum,SHCW,JJ,1.0,1,JJ,Thursday,1.0,82.0,82.0,,82.0,82.0,82.0,1,43.0,82.0
MUMK01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.3333333333333333,75.5,75.0,4.932882862316247,70.0,82.0,302.0,4,35.0,145.0
BOYL01,2018-07-06,0,1,SINEAD,CON,nenhum,nenhum,,0,SINEAD,Wednesday,2.0,57.5,57.5,17.67766952966369,45.0,70.0,115.0,2,72.0,115.0
MCAJ01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CALD01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
ROBM01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KENH01,2018-04-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BEBY01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HADD01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MOIB01,2018-07-06,0,0,nenhum,nenhum,SHCW,SINEAD,2.0,1,SINEAD,Thursday,2.0,66.575,70.0,22.276800338767984,36.3,90.0,266.3,4,43.0,196.3
TERJ01,2018-07-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KINN01,2018-07-07,0,0,nenhum,nenhum,SHCW,JJ,2.0,1,JJ,Friday,1.3333333333333333,67.8475,67.0,29.840236119485827,35.39,102.0,271.39,4,43.0,102.0
WILK01,2018-04-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CASH01,2018-07-07,0,2,JJ,CON,nenhum,nenhum,,0,JJ,Tuesday,1.0,92.0,92.0,14.142135623730951,82.0,102.0,184.0,2,32.0,102.0
SPEK01,2018-07-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Saturday,1.5,74.0,70.0,26.229754097208,50.0,102.0,222.0,3,19.0,172.0
CHOK01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
POIJ01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PIJM01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SMIS01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Saturday,1.0,140.0,140.0,,140.0,140.0,140.0,1,56.0,140.0
MORD01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Wednesday,1.0,35.0,35.0,,35.0,35.0,35.0,1,38.0,35.0
NADS01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,3.0,55.666666666666664,50.0,17.214335111567145,42.0,75.0,167.0,3,36.0,167.0
BERH01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.5,78.0,90.0,22.538855339169288,52.0,92.0,234.0,3,45.0,52.0
MACB01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,3.0,48.75,33.52,28.829115491114187,30.73,82.0,146.25,3,70.0,146.25
SQUN01,2018-07-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SMIL01,2018-07-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,40.0,40.0,,40.0,40.0,40.0,1,16.0,40.0
MART01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
GRIP01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Tuesday,1.0,42.5,42.5,10.606601717798213,35.0,50.0,85.0,2,35.0,50.0
MASA01,2018-07-11,1,0,nenhum,nenhum,CBAL,JOANNE,1.0,2,BECKY,Friday,1.0,40.0,40.0,14.142135623730951,30.0,50.0,80.0,2,1.0,50.0
LANR01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BALO01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BLAJ01,2018-04-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HOLD01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Tuesday,1.0,60.0,60.0,,60.0,60.0,60.0,1,49.0,60.0
DEAM01,2018-07-10,0,0,nenhum,nenhum,SHCM,KELLY,1.0,1,nenhum,nenhum,,,,,,,0.0,0,,0.0
WEIA01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,92.0,92.0,14.142135623730951,82.0,102.0,184.0,2,42.0,102.0
SINS02,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Wednesday,1.0,30.0,30.0,,30.0,30.0,30.0,1,48.0,30.0
SINS01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,30.0,30.0,42.42640687119285,0.0,60.0,60.0,2,32.0,60.0
TOPS01,2018-07-14,0,0,nenhum,nenhum,SHCW,BECKY,1.0,1,BECKY,Sunday,1.0,60.0,60.0,,60.0,60.0,60.0,1,97.0,60.0
BESJ01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
TAYE01,2018-07-10,0,1,JJ,SHCM,SHCM,JJ,0.0,1,JJ,Friday,1.0,50.0,50.0,14.142135623730951,40.0,60.0,100.0,2,70.0,60.0
NIDN01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Saturday,1.5,57.0,52.5,18.33030277982336,32.0,85.0,342.0,6,7.0,140.0
SCHP01,2018-07-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,2.0,90.0,90.0,28.284271247461902,70.0,110.0,180.0,2,39.0,180.0
KEAJ01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
JACA01,2018-07-12,0,0,nenhum,nenhum,CFC,JJ,1.0,4,nenhum,nenhum,,,,,,,0.0,0,,0.0
MUNM01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MUNJ01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SCHJ03,2018-04-08,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KIMS01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,2.0,83.5,83.5,12.020815280171307,75.0,92.0,167.0,2,64.0,167.0
DUFM01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MCGA01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,78.0,82.0,26.229754097208,50.0,102.0,234.0,3,35.0,50.0
CHAG01,2018-04-08,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PRIL01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,51.0,51.0,,51.0,51.0,51.0,1,55.0,51.0
JARM01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,92.0,92.0,14.142135623730951,82.0,102.0,184.0,2,40.0,102.0
NICM01,2018-07-11,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,92.0,92.0,14.142135623730951,82.0,102.0,184.0,2,33.0,102.0
CLAJ01,2018-07-24,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,33.5,33.5,2.1213203435596424,32.0,35.0,67.0,2,13.0,35.0
RIJR01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
STEC01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SITB01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WAIS01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Thursday,1.0,70.0,70.0,,70.0,70.0,70.0,1,42.0,70.0
SPEC01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HENA01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Thursday,3.0,73.33333333333333,70.0,55.07570547286102,20.0,130.0,220.0,3,49.0,220.0
GOUE01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Friday,1.0,70.0,70.0,14.142135623730951,60.0,80.0,140.0,2,41.0,80.0
MAEJ01,2018-07-12,0,0,nenhum,nenhum,CFC,BECKY,8.0,1,JJ,Wednesday,3.0,60.91,60.0,30.64513501357108,30.73,92.0,182.73,3,43.0,182.73
BROF01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Saturday,2.0,91.25,92.5,51.051444641655344,40.0,140.0,365.0,4,35.0,195.0
TAYD01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,82.0,82.0,,82.0,82.0,82.0,1,112.0,82.0
WRIM01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
POLB01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Thursday,1.0,55.0,55.0,25.0,30.0,80.0,165.0,3,8.0,80.0
ZIMJ01,2018-07-27,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,50.0,60.0,17.320508075688775,30.0,60.0,150.0,3,15.0,60.0
JARS01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Thursday,1.0,82.0,82.0,,82.0,82.0,82.0,1,98.0,82.0
DUBO01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MOOJ01,2018-07-26,1,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Thursday,1.0,45.0,45.0,14.142135623730951,35.0,55.0,90.0,2,1.0,55.0
BUSC01,2018-07-12,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,92.0,92.0,14.142135623730951,82.0,102.0,184.0,2,57.0,102.0
FREK01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PARC01,2018-03-16,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BOWM01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,94.0,82.0
KIMY01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,66.0,82.0
ROZM01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CAND01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,1.6666666666666667,50.0,45.0,9.354143466934854,40.0,60.0,250.0,5,34.0,105.0
CARB01,2018-07-13,0,0,nenhum,nenhum,CON,BECKY,0.0,1,BECKY,Tuesday,2.0,29.85,29.7,24.495509792613014,0.0,60.0,119.4,4,52.0,59.4
LYK01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SARK01,2018-07-28,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,2.0,107.45625000000001,102.0,62.78085147957138,17.55,224.1,859.6500000000001,8,15.0,259.55
BARW01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,2.0,35.365,35.365,6.554879861599296,30.73,40.0,70.73,2,84.0,70.73
POOD01,2018-07-13,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Wednesday,1.0,45.0,45.0,14.142135623730951,35.0,55.0,90.0,2,51.0,55.0
TOBJ01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
ARBA01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MUIK01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SMAN01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DALR01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KOOM01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,78.66666666666667,82.0,25.16611478423583,52.0,102.0,236.0,3,43.0,102.0
LAMD01,2018-07-14,0,0,nenhum,nenhum,CBAL,JOANNE,0.0,1,JJ,Wednesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,59.0,82.0
MOHM01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BINP01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
FLAS01,2018-08-28,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Saturday,3.5,60.07857142857143,75.0,25.06514873190225,30.73,85.0,420.55,7,45.0,165.0
CECA01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CULT01,2018-07-14,0,1,SINEAD,CON,nenhum,nenhum,,0,SINEAD,Saturday,1.0,35.0,35.0,49.49747468305833,0.0,70.0,70.0,2,42.0,70.0
LANS01,2018-04-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HUTP01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
LAIA01,2018-07-25,0,0,nenhum,nenhum,nenhum,nenhum,,0,TANYA,Saturday,1.0,15.0,15.0,,15.0,15.0,15.0,1,11.0,15.0
YAGL01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
COWL01,2018-07-14,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Friday,3.0,81.66666666666667,70.0,63.31139971074193,25.0,150.0,245.0,3,64.0,245.0
CONK01,2018-07-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HAMD01,2018-07-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Thursday,1.0,30.0,30.0,,30.0,30.0,30.0,1,59.0,30.0
BROT01,2018-07-15,0,0,nenhum,nenhum,SHCW,SINEAD,3.0,1,SINEAD,Thursday,1.0,70.0,70.0,,70.0,70.0,70.0,1,87.0,70.0
NIKK01,2018-07-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BARJ01,2018-07-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SARM01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Saturday,1.5,72.33333333333333,82.0,19.39931270260195,50.0,85.0,217.0,3,66.0,135.0
JURS01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HYLK01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KWOR01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
TRAS01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Tuesday,1.0,130.0,130.0,,130.0,130.0,130.0,1,42.0,130.0
TIML01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,1.0,32.0,32.0,,32.0,32.0,32.0,1,67.0,32.0
BOSJ01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Tuesday,1.6666666666666667,62.85,70.0,29.22888468621408,30.73,90.0,314.25,5,48.0,90.0
PAE01,2018-09-21,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Tuesday,3.0,78.33333333333333,75.0,30.13856886670854,50.0,110.0,235.0,3,66.0,235.0
STUM01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Saturday,2.0,98.9,98.9,86.40844866099611,37.8,160.0,197.8,2,45.0,197.8
SAMB01,2018-04-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
GUYD01,2018-07-17,0,0,nenhum,nenhum,CCAMO,BECKY,1.0,2,BECKY,Friday,2.0,37.5,37.5,3.5355339059327378,35.0,40.0,75.0,2,74.0,75.0
PARJ01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Wednesday,1.0,35.0,35.0,,35.0,35.0,35.0,1,55.0,35.0
GROR01,2018-07-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BEZK01,2018-07-18,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BOES01,2018-07-18,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Friday,1.0,120.0,120.0,0.0,120.0,120.0,240.0,2,40.0,120.0
STAT01,2018-07-18,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KRIA01,2018-04-10,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
VARE01,2018-07-18,0,0,nenhum,nenhum,SHCW,JJ,0.0,1,nenhum,nenhum,,,,,,,0.0,0,,0.0
BEAA02,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,2.0,59.9,59.9,31.254119728445403,37.8,82.0,119.8,2,41.0,119.8
NICL01,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Friday,2.0,59.9,59.9,31.254119728445403,37.8,82.0,119.8,2,69.0,119.8
WOOJ02,2018-07-19,0,0,nenhum,nenhum,SHCM,BECKY,0.0,1,nenhum,nenhum,,,,,,,0.0,0,,0.0
CHAE01,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
COHH01,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KEIS01,2018-07-19,0,0,nenhum,nenhum,SBD,TANYA,8.0,1,BECKY,Thursday,1.0,70.0,70.0,14.142135623730951,60.0,80.0,140.0,2,51.0,80.0
STEM02,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,1.0,40.0,40.0,,40.0,40.0,40.0,1,51.0,40.0
SINJ01,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,82.0,82.0,,82.0,82.0,82.0,1,71.0,82.0
SLEA01,2018-05-30,0,0,nenhum,nenhum,nenhum,nenhum,,0,HOUSE,Sunday,1.5,13.333333333333334,0.0,23.09401076758503,0.0,40.0,40.0,3,59.0,0.0
HEIM01,2018-07-19,0,0,nenhum,nenhum,SHCW,BECKY,8.0,1,BECKY,Saturday,1.0,70.0,70.0,14.142135623730951,60.0,80.0,140.0,2,44.0,80.0
ESKR01,2018-07-19,0,1,JJ,CON,nenhum,nenhum,,0,JJ,Thursday,1.0,92.0,92.0,14.142135623730951,82.0,102.0,184.0,2,50.0,102.0
HERD01,2018-07-19,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Thursday,2.0,31.725,31.725,18.773685040502837,18.45,45.0,63.45,2,42.0,63.45
MCGD01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
FAIL01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
TOMA01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MOOE01,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MURS02,2018-07-20,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
