Code,Staff,Service,Date,TimeInt,turno
JUNJ01,JJ,CON,2018-03-14,950,tarde
NORJ01,JJ,SHCM,2018-03-14,960,tarde
CORS01,JJ,SHCW,2018-03-15,850,tarde
KERT01,JJ,SHCW,2018-03-15,600,manha
LEHJ01,JJ,SHCM,2018-03-15,1080,noite
SCHJ01,JJ,SHCM,2018-03-15,720,tarde
SCHJ01,JJ,CCAMO,2018-03-15,770,tarde
SCHJ02,JJ,SHCM,2018-03-15,920,tarde
THOD01,JJ,SHCM,2018-03-15,790,tarde
CHEW01,JJ,SHCW,2018-03-16,600,manha
PARC01,JJ,SHCW,2018-03-16,660,manha
SLEA01,JJ,SHCM,2018-03-16,720,tarde
STEH01,JJ,SHCM,2018-03-16,780,tarde
STRH01,JJ,SHCW,2018-03-16,1060,tarde
TSUL01,JJ,SHCW,2018-03-16,990,tarde
ERWS01,JJ,SHCW,2018-03-20,690,manha
HOT01,JJ,SHCW,2018-03-20,870,tarde
HUDS01,JJ,SHCW,2018-03-20,630,manha
MAIK01,JJ,SHCW,2018-03-20,1010,tarde
NGUS01,JJ,SHCW,2018-03-20,570,manha
BERI01,JJ,SHCM,2018-03-21,660,manha
CASH01,JJ,SHCW,2018-03-21,920,tarde
KRIJ01,JJ,SHCW,2018-03-21,600,manha
POTR01,JJ,SHCM,2018-03-21,990,tarde
ROLD01,JJ,SHCM,2018-03-21,770,tarde
YUES01,JJ,SHCW,2018-03-21,540,manha
GALB01,JJ,SHCM,2018-03-22,1050,tarde
GOSD01,JJ,SHCW,2018-03-22,790,tarde
HYSA01,JJ,SHCM,2018-03-22,660,manha
OKEM01,JJ,SHCW,2018-03-22,860,tarde
TAYD01,JJ,SHCW,2018-03-22,720,tarde
DAV*01,JJ,SHCW,2018-03-23,1040,tarde
DUFD01,JJ,CON,2018-03-23,640,manha
MOOH01,JJ,SHCW,2018-03-23,840,tarde
MUMK01,JJ,SHCW,2018-03-23,910,tarde
STEL01,JJ,SHCW,2018-03-23,970,tarde
TAYE01,JJ,SHCM,2018-03-23,790,tarde
WARG01,JJ,SHCW,2018-03-23,660,manha
APTM01,JJ,SHCM,2018-03-24,660,manha
HIMJ01,JJ,CON,2018-03-24,720,tarde
BRES01,JJ,SHCW,2018-03-27,760,tarde
BUSC01,JJ,SHCW,2018-03-27,990,tarde
DESA01,JJ,SHCW,2018-03-27,1080,noite
FELH01,JJ,SHCW,2018-03-27,630,manha
MINA01,JJ,SHCW,2018-03-27,690,manha
CAND01,JJ,SHCM,2018-03-28,1080,noite
CAND01,JJ,CCAMO,2018-03-28,1130,noite
HOP01,JJ,SHCW,2018-03-28,880,tarde
FLEC01,JJ,SHCW,2018-03-29,1050,tarde
LINM01,JJ,SHCW,2018-03-29,660,manha
REDM01,JJ,SHCW,2018-03-29,840,tarde
CHUC01,JJ,SHCW,2018-03-30,840,tarde
PRIM01,JJ,SHCW,2018-03-30,910,tarde
SLEA01,HOUSE,CON,2018-04-01,670,manha
BOSJ01,SINEAD,SHCW,2018-04-03,900,tarde
BREH01,JJ,SHCW,2018-04-03,840,tarde
DANJ01,SINEAD,SBD,2018-04-03,960,tarde
DOWR01,BECKY,SHCW,2018-04-03,1140,noite
LINJ01,JJ,SHCW,2018-04-03,600,manha
NICP01,BECKY,SHCM,2018-04-03,930,tarde
SKUD01,BECKY,SBD5+1,2018-04-03,600,manha
THOW01,JJ,SBD,2018-04-03,540,manha
WONM02,JJ,SBD,2018-04-03,480,manha
YATT01,BECKY,SHCM,2018-04-03,660,manha
BALJ01,SINEAD,SHCW,2018-04-04,600,manha
COLJ01,JJ,SHCM,2018-04-04,550,manha
KEN*01,SINEAD,SHCW,2018-04-04,660,manha
MARG01,JJ,SHCM,2018-04-04,920,tarde
SARA01,JJ,SHCM,2018-04-04,780,tarde
SCHH01,KELLY,CHLFH,2018-04-04,780,tarde
SCHH01,SINEAD,SBD,2018-04-04,930,tarde
SLUS01,JJ,SHCM,2018-04-04,730,tarde
WOOD01,KELLY,CTU,2018-04-04,600,manha
WOOD01,JJ,SHCW,2018-04-04,670,manha
BREM01,SINEAD,SHCM,2018-04-05,990,tarde
COOM01,SINEAD,SHCW,2018-04-05,780,tarde
DANJ02,BECKY,SHCW,2018-04-05,660,manha
HILJ01,SINEAD,SBD5+1,2018-04-05,940,tarde
HOLL01,KELLY,CTU,2018-04-05,780,tarde
HOLL01,SINEAD,SHCW,2018-04-05,870,tarde
JARS01,JJ,SHCW,2018-04-05,750,tarde
JASA01,JJ,SHCW,2018-04-05,600,manha
LYNG01,JJ,SHCM,2018-04-05,1070,tarde
PIPJ01,JJ,SHCM,2018-04-05,1020,tarde
SCHJ01,JJ,SHCM,2018-04-05,870,tarde
SHIG01,JJ,SHCW,2018-04-05,810,tarde
SHIG01,KELLY,CHLPL,2018-04-05,870,tarde
SUPR01,BECKY,SHCM,2018-04-05,980,tarde
TINT01,BECKY,SHCM,2018-04-05,910,tarde
VERM01,JJ,SHCW,2018-04-05,670,manha
BROS01,BECKY,SHCW,2018-04-06,600,manha
BUZI01,JJ,SHCW,2018-04-06,500,manha
HELJ01,BECKY,SHCM,2018-04-06,1050,tarde
KLEA01,BECKY,SHCM,2018-04-06,700,manha
KULR01,BECKY,SHCW,2018-04-06,990,tarde
LEEP01,JJ,SHCM,2018-04-06,560,manha
MCLI01,JJ,SHCM,2018-04-06,1110,noite
MORB01,KELLY,CFC,2018-04-06,660,manha
MORB01,BECKY,SBD,2018-04-06,780,tarde
NGUS01,KELLY,CALC,2018-04-06,750,tarde
NORE01,BECKY,SBD,2018-04-06,950,tarde
PLUJ01,JJ,SHCM,2018-04-06,690,manha
PLUJ01,JJ,CCAMO,2018-04-06,730,tarde
SINM01,JJ,SHCW,2018-04-06,630,manha
THOW02,JJ,SHCM,2018-04-06,790,tarde
WAX*01,JJ,SHCM,2018-04-06,900,tarde
BLAJ01,SINEAD,SHCW,2018-04-07,900,tarde
CAYK01,KELLY,CFC,2018-04-07,820,tarde
CAYK01,BECKY,SHCW,2018-04-07,890,tarde
DOLD01,JJ,SHCW,2018-04-07,690,manha
GALG01,JJ,SHCW,2018-04-07,510,manha
JOHJ01,SINEAD,SHCW,2018-04-07,780,tarde
KENH01,SINEAD,SHCW,2018-04-07,840,tarde
KURG01,JJ,SHCW,2018-04-07,800,tarde
SENM01,BECKY,SHCW,2018-04-07,600,manha
SINT01,BECKY,SHCC,2018-04-07,750,tarde
SINW01,JJ,SHCC,2018-04-07,750,tarde
STOD01,BECKY,SHCM,2018-04-07,660,manha
WANM01,BECKY,SHCW,2018-04-07,830,tarde
WILK01,KELLY,CHLPHC,2018-04-07,740,tarde
WILK01,JJ,SBD,2018-04-07,860,tarde
CHAG01,BECKY,SHCM,2018-04-08,820,tarde
DOWR01,BECKY,SBD,2018-04-08,900,tarde
HUDM01,JJ,CHLFH,2018-04-08,810,tarde
SCHJ03,BECKY,SBD,2018-04-08,780,tarde
TOPS01,BECKY,SHCW,2018-04-08,600,manha
BOWM01,JJ,SHCW,2018-04-10,840,tarde
CARB01,BECKY,SHCW,2018-04-10,1080,noite
CULT01,SINEAD,CON,2018-04-10,1110,noite
IRWE01,KELLY,CTU,2018-04-10,600,manha
IRWE01,SINEAD,SHCM,2018-04-10,690,manha
KOOM01,JJ,SHCW,2018-04-10,780,tarde
KRIA01,JJ,SHCW,2018-04-10,1040,tarde
LANS01,BECKY,SHCW,2018-04-10,810,tarde
MARD01,BECKY,SHCW,2018-04-10,600,manha
MCCB01,BECKY,SHCM,2018-04-10,1030,tarde
PUGS01,JJ,CON,2018-04-10,480,manha
SAMB01,JJ,SHCW,2018-04-10,930,tarde
SIDA01,BECKY,SHCW,2018-04-10,980,tarde
ARRM01,JJ,SHCW,2018-04-11,1050,tarde
BROA01,SINEAD,SHCW,2018-04-11,870,tarde
DACJ01,SINEAD,SHCW,2018-04-11,1080,noite
GARJ01,JJ,SHCW,2018-04-11,500,manha
GREN01,SINEAD,SHCW,2018-04-11,930,tarde
HENI01,JJ,SHCW,2018-04-11,1110,noite
HOLL01,HOUSE,SBD5+1,2018-04-11,700,manha
KIMF01,JJ,SHCW,2018-04-11,900,tarde
KUKK01,SINEAD,CON,2018-04-11,720,tarde
POOD01,SINEAD,SHCM,2018-04-11,1140,noite
POTR01,JJ,SHCM,2018-04-11,990,tarde
RUTA01,KELLY,CALC,2018-04-11,600,manha
RUTA01,JJ,SHCW,2018-04-11,720,tarde
SPRK01,JJ,SHCW,2018-04-11,780,tarde
TRAJ01,JJ,SHCM,2018-04-11,850,tarde
VAUD01,JJ,SBD,2018-04-11,620,manha
BOWV01,JJ,SHCW,2018-04-12,660,manha
ESKR01,JJ,SHCW,2018-04-12,600,manha
GUBD01,JJ,SHCM,2018-04-12,990,tarde
JIAL01,JJ,SHCW,2018-04-12,720,tarde
MARK01,BECKY,FRI,2018-04-12,1060,tarde
PIVS01,JJ,SHCW,2018-04-12,780,tarde
STEB01,BECKY,SHCM,2018-04-12,930,tarde
,JJ,SHCW,2018-04-13,1080,noite
ALLM01,JJ,SHCW,2018-04-13,710,manha
BYRP01,BECKY,SBD,2018-04-13,780,tarde
DUFD01,JJ,SHCM,2018-04-13,660,manha
HILJ01,BECKY,SBD,2018-04-13,990,tarde
MERM01,BECKY,SHCM,2018-04-13,900,tarde
MOLA01,JJ,SHCW,2018-04-13,980,tarde
ROSL01,JJ,SHCW,2018-04-13,840,tarde
SIRM01,BECKY,SBD,2018-04-13,540,manha
THOD01,JJ,SHCM,2018-04-13,780,tarde
BONT01,BECKY,SHCW,2018-04-14,810,tarde
LEEN01,BECKY,SHCC,2018-04-14,690,manha
SAVP01,JJ,SHCW,2018-04-14,600,manha
SHAG01,JJ,SHCW,2018-04-14,750,tarde
SKUD01,BECKY,SBD,2018-04-14,630,manha
STOK01,JJ,SHCW,2018-04-14,660,manha
WOOJ01,JJ,SBD,2018-04-14,930,tarde
BLAR01,BECKY,SHCW,2018-04-16,690,manha
BROS01,HOUSE,SBD5+1,2018-04-17,810,tarde
COLC01,BECKY,SBD,2018-04-17,1140,noite
GOUE01,BECKY,SHCW,2018-04-17,660,manha
HOG*01,SINEAD,SHCM,2018-04-17,960,tarde
HUYK01,BECKY,SBD,2018-04-17,970,tarde
JONC01,SINEAD,SHCM,2018-04-17,1010,tarde
LEEM01,JJ,SHCW,2018-04-17,960,tarde
LEEM01,KELLY,CTU,2018-04-17,1020,tarde
MANL01,SINEAD,SHCW,2018-04-17,600,manha
ROWD01,BECKY,SHCW,2018-04-17,1050,tarde
SINS01,JJ,SHCM,2018-04-17,1020,tarde
STEA01,BECKY,SHCW,2018-04-17,600,manha
WEIA01,JJ,SHCW,2018-04-17,780,tarde
DAVA01,JJ,SHCW,2018-04-18,780,tarde
KUKK01,HOUSE,SBD5+1,2018-04-18,720,tarde
MILE01,SINEAD,SHCW,2018-04-18,1020,tarde
PHIC01,SINEAD,SHCW,2018-04-18,760,tarde
SORM01,KELLY,CHLPL,2018-04-18,720,tarde
SORM01,JJ,SHCW,2018-04-18,840,tarde
WELL01,SINEAD,SBD,2018-04-18,1140,noite
BROT01,SINEAD,SHCW,2018-04-19,960,tarde
BUDG02,SINEAD,SHCM,2018-04-19,1080,noite
CASH01,JJ,CON,2018-04-19,1030,tarde
COAA01,JJ,SHCW,2018-04-19,1140,noite
DODK01,SINEAD,CON,2018-04-19,1050,tarde
GRIA01,SINEAD,SHCW,2018-04-19,600,manha
HOLL01,SINEAD,SBD,2018-04-19,740,tarde
JARM01,JJ,SHCW,2018-04-19,840,tarde
JOHD01,SINEAD,SHCM,2018-04-19,1140,noite
KEIS01,BECKY,SHCW,2018-04-19,660,manha
LUL01,BECKY,SHCW,2018-04-19,950,tarde
MAKM01,SINEAD,SHCM,2018-04-19,780,tarde
MCGV01,SINEAD,SHCW,2018-04-19,670,manha
RABH01,BECKY,SHCC,2018-04-19,730,tarde
SCHH01,JJ,CHLPL,2018-04-19,720,tarde
SCHH01,BECKY,SBD,2018-04-19,780,tarde
TOHS01,JJ,SHCW,2018-04-19,1050,tarde
VAUD01,JJ,SHCW,2018-04-19,780,tarde
ZUKS01,BECKY,SHCM,2018-04-19,850,tarde
BARW01,JJ,SHCM,2018-04-20,780,tarde
FINW01,BECKY,SHCM,2018-04-20,720,tarde
FOXS01,JJ,SBD,2018-04-20,540,manha
HUDM01,BECKY,SBD,2018-04-20,990,tarde
KINN01,JJ,SHCW,2018-04-20,600,manha
KOSI01,JJ,CFC,2018-04-20,900,tarde
KOSI01,JJ,SHCW,2018-04-20,950,tarde
NICM01,JJ,SHCW,2018-04-20,720,tarde
OHAG01,JJ,SHCM,2018-04-20,1050,tarde
SCOL01,BECKY,SHCW,2018-04-20,660,manha
SEDD01,BECKY,SHCW,2018-04-20,600,manha
SHIG01,BECKY,CON,2018-04-20,940,tarde
WARG01,JJ,SBD,2018-04-20,840,tarde
ALIR01,JJ,SDUD,2018-04-21,930,tarde
BARA01,SINEAD,TRE 1,2018-04-21,910,tarde
BARA01,SINEAD,SBD,2018-04-21,920,tarde
CORS01,JJ,SHCW,2018-04-21,690,manha
DELC01,BECKY,SHCM,2018-04-21,910,tarde
HEIM01,BECKY,SHCW,2018-04-21,540,manha
HILJ01,SINEAD,SBD,2018-04-21,840,tarde
LEIF01,SINEAD,SHCW,2018-04-21,720,tarde
MCND01,SINEAD,SHCM,2018-04-21,540,manha
NEML01,SINEAD,SHCW,2018-04-21,660,manha
NIDN01,JJ,SBD,2018-04-21,480,manha
RICP01,SINEAD,SHCW,2018-04-21,480,manha
RUTR01,JJ,CFC,2018-04-21,540,manha
RUTR01,JJ,SHCW,2018-04-21,620,manha
SHAA01,SINEAD,SHCM,2018-04-21,600,manha
STEI01,BECKY,SHCW,2018-04-21,660,manha
STEM01,BECKY,SHCW,2018-04-21,600,manha
WILB01,BECKY,SDUD,2018-04-21,480,manha
APTM01,JJ,SHCM,2018-04-22,720,tarde
BAIL01,BECKY,SHCW,2018-04-22,820,tarde
FRAW01,BECKY,SHCM,2018-04-22,880,tarde
SARK01,JJ,SHCW,2018-04-22,830,tarde
SKUT01,BECKY,SHCW,2018-04-22,720,tarde
WONM02,HOUSE,SBD5+1,2018-04-22,600,manha
BEAA01,SINEAD,SHCC,2018-04-24,960,tarde
BEAL01,SINEAD,SHCC,2018-04-24,1000,tarde
BERI01,JJ,SHCM,2018-04-24,800,tarde
HENB01,JJ,SHCM,2018-04-24,550,manha
KATM01,JJ,SHCW,2018-04-24,660,manha
LEVL01,JJ,SHCW,2018-04-24,850,tarde
MCKT01,BECKY,SHCW,2018-04-24,1030,tarde
OWED01,SINEAD,SHCM,2018-04-24,810,tarde
SCHJ01,JJ,SHCM,2018-04-24,730,tarde
SCHJ01,JJ,CCAMO,2018-04-24,780,tarde
SKUD01,BECKY,SBD,2018-04-24,720,tarde
BOYL01,SINEAD,CMT,2018-04-25,810,tarde
BOYL01,SINEAD,SHCW,2018-04-25,840,tarde
HILE01,JJ,SHCW,2018-04-25,590,manha
MCGA01,JJ,SHCW,2018-04-25,840,tarde
RUTM01,JJ,SHCW,2018-04-25,900,tarde
SLUS01,JJ,SHCM,2018-04-25,650,manha
STOV01,JJ,SHCM,2018-04-25,700,manha
WRI*01,SINEAD,SHCM,2018-04-25,600,manha
YOUS01,SINEAD,SHCW,2018-04-25,960,tarde
ZUGL01,SINEAD,SBD,2018-04-25,1140,noite
BANR01,BECKY,CTU,2018-04-26,600,manha
BANR01,BECKY,SBD,2018-04-26,690,manha
BROS01,BECKY,SBD,2018-04-26,750,tarde
BUSM01,SINEAD,SHCW,2018-04-26,960,tarde
CARC01,JJ,SHCW,2018-04-26,990,tarde
COLG01,JJ,SHCW,2018-04-26,780,tarde
COLR01,BECKY,SHCM,2018-04-26,1110,noite
GALB01,JJ,SHCM,2018-04-26,1050,tarde
GELK01,JJ,SHCW,2018-04-26,720,tarde
GREM01,JJ,SHCW,2018-04-26,650,manha
HOLL01,SINEAD,SBD,2018-04-26,720,tarde
MOIB01,SINEAD,SHCW,2018-04-26,900,tarde
MOYJ01,JJ,SHCM,2018-04-26,1100,noite
RODP01,SINEAD,SBD,2018-04-26,640,manha
RODP01,SINEAD,TRE 1,2018-04-26,680,manha
SMIC01,SINEAD,SHCW,2018-04-26,1050,tarde
ARMG01,BECKY,SBD,2018-04-27,850,tarde
CARC01,JJ,CON,2018-04-27,1100,noite
CHEW01,JJ,SHCW,2018-04-27,600,manha
GOSD01,JJ,SHCW,2018-04-27,790,tarde
GRET01,JJ,SHCM,2018-04-27,540,manha
HARW01,JJ,SHCM,2018-04-27,1050,tarde
KLEA01,BECKY,SHCM,2018-04-27,720,tarde
KM01,JJ,SHCW,2018-04-27,720,tarde
LEWH01,JJ,SBD,2018-04-27,660,manha
LINM02,JJ,SHCW,2018-04-27,870,tarde
MUMK01,JJ,SHCW,2018-04-27,930,tarde
OZIS01,BECKY,SBD,2018-04-27,940,tarde
RANZ01,BECKY,SHCW,2018-04-27,1030,tarde
REIM01,BECKY,SHCM,2018-04-27,670,manha
SIRM01,HOUSE,SBD5+1,2018-04-27,540,manha
TINA01,JJ,SHCW,2018-04-27,990,tarde
YATT01,BECKY,SHCM,2018-04-27,600,manha
CULT01,SINEAD,CON,2018-04-28,780,tarde
HOS01,JJ,SHCW,2018-04-28,900,tarde
HUDM01,JJ,SHCW,2018-04-28,620,manha
MACB01,JJ,SHCW,2018-04-28,830,tarde
MCGA02,SINEAD,SHCM,2018-04-28,560,manha
PHIJ01,SINEAD,SHCW,2018-04-28,690,manha
RODP01,SINEAD,SBD,2018-04-28,510,manha
ROGE01,SINEAD,SHCW,2018-04-28,620,manha
WHIA01,JJ,SHCW,2018-04-28,960,tarde
WINL01,SINEAD,SHCW,2018-04-28,840,tarde
WONM02,JJ,SBD,2018-04-28,540,manha
WOOJ01,SINEAD,SBD,2018-04-28,920,tarde
WAGL01,JJ,SHCW,2018-04-29,590,manha
ZHIJ01,JJ,SHCW,2018-04-29,650,manha
ALVJ01,JJ,SHCW,2018-05-01,930,tarde
BROS01,BECKY,SBD,2018-05-01,900,tarde
CYRA01,BECKY,SHCW,2018-05-01,1080,noite
FLAD01,SINEAD,SHCM,2018-05-01,600,manha
FLEB01,JJ,SHCW,2018-05-01,1130,noite
GRIP01,SINEAD,SHCM,2018-05-01,650,manha
HENI01,JJ,FRI,2018-05-01,1070,tarde
HILJ01,BECKY,SBD,2018-05-01,600,manha
KERT01,JJ,SHCW,2018-05-01,600,manha
KERT01,JJ,CALC,2018-05-01,660,manha
LEHJ01,JJ,SHCM,2018-05-01,1080,noite
TAYE01,JJ,SHCM,2018-05-01,1020,tarde
ATKN01,JJ,SHCW,2018-05-02,780,tarde
DENB01,SINEAD,SHCM,2018-05-02,830,tarde
KINN01,JJ,SBD,2018-05-02,940,tarde
LEEV01,JJ,SHCW,2018-05-02,1040,tarde
MARA01,SINEAD,SHCW,2018-05-02,930,tarde
NELT01,SINEAD,SBD,2018-05-02,720,tarde
POTR01,JJ,SHCM,2018-05-02,990,tarde
RODP01,SINEAD,SBD,2018-05-02,780,tarde
BHAJ01,BECKY,SHCW,2018-05-03,600,manha
BRAN01,SINEAD,SHCM,2018-05-03,1140,noite
BREM01,SINEAD,SHCM,2018-05-03,1020,tarde
BRIK01,JJ,SHCW,2018-05-03,660,manha
HOLL01,SINEAD,SBD,2018-05-03,720,tarde
LEFN01,JJ,SHCW,2018-05-03,540,manha
LYNG01,JJ,SHCM,2018-05-03,930,tarde
MARR01,SINEAD,SHCW,2018-05-03,1070,tarde
MESN01,BECKY,SHCW,2018-05-03,780,tarde
NEEL01,JJ,CTU,2018-05-03,780,tarde
NEEL01,JJ,SHCW,2018-05-03,870,tarde
NIDN01,SINEAD,SBD,2018-05-03,640,manha
NIES02,JJ,SHCM,2018-05-03,600,manha
SKUD01,BECKY,SBD,2018-05-03,660,manha
SPIJ01,BECKY,SHCM,2018-05-03,910,tarde
TSAR01,JJ,SHCM,2018-05-03,990,tarde
WOOD02,JJ,SHCW,2018-05-03,1140,noite
ALIR02,BECKY,SBD,2018-05-04,750,tarde
BENS01,JJ,SHCW,2018-05-04,840,tarde
BYRP01,BECKY,SBD,2018-05-04,660,manha
CAND01,JJ,SHCM,2018-05-04,1020,tarde
COLB01,JJ,SHCM,2018-05-04,530,manha
COLE01,JJ,SHCM,2018-05-04,480,manha
COLG01,BECKY,SBD,2018-05-04,590,manha
COLR02,BECKY,SHCM,2018-05-04,480,manha
DUFD01,JJ,CON,2018-05-04,640,manha
GHOP01,JOANNE,CHLPHC,2018-05-04,720,tarde
GHOP01,BECKY,SHCW,2018-05-04,810,tarde
GUYD01,BECKY,SHCM,2018-05-04,1000,tarde
GUYD01,BECKY,CCAMO,2018-05-04,1050,tarde
KOOM01,JJ,SBD,2018-05-04,660,manha
MCGV01,JOANNE,CMT,2018-05-04,600,manha
MICK01,JJ,SHCW,2018-05-04,760,tarde
NICP01,BECKY,SHCM,2018-05-04,960,tarde
PENM01,JOANNE,CTU,2018-05-04,980,tarde
PENM01,HOUSE,SBD5+1,2018-05-04,1070,tarde
PLUJ01,JJ,SHCM,2018-05-04,700,manha
PLUJ01,JJ,CCAMO,2018-05-04,750,tarde
RICC01,JOANNE,CFC,2018-05-04,790,tarde
RICC01,BECKY,SBD,2018-05-04,870,tarde
