cliente,qte_faltas,moda_servico_faltante,moda_staff_faltante,moda_servico_cancelado,moda_staff_cancelado,moda_staff_cancelador_cancelado,antecedencia,qte_cancelamento,qte_servicos_por_dia,moda_staff_prestou_servico,moda_dia,mean,median,std,max,min,frequencia
BENS01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
MICK01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
NICP01,0.0,,,,,,,0.0,1.3333333333333333,BECKY,Friday,39.7,40.0,11.90350088559384,50.0,28.8,4
CAND01,0.0,,,,,,,0.0,1.6666666666666667,JJ,Saturday,50.0,45.0,9.354143466934854,60.0,40.0,5
SCOJ01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,60.0,60.0,,60.0,60.0,1
BROF01,0.0,,,,,,,0.0,2.0,JOANNE,Saturday,91.25,92.5,51.051444641655344,140.0,40.0,4
LAMC01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,30.0,30.0,,30.0,30.0,1
ODOA01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,40.0,40.0,,40.0,40.0,1
SHIL01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
CHUJ01,0.0,,,,,,,0.0,1.5,SINEAD,Thursday,50.35,50.0,19.477358650494683,70.0,31.05,3
BENL01,0.0,,,,,,,0.0,1.5,JOANNE,Saturday,94.0,92.0,95.01578816175763,190.0,0.0,3
GAGC01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
HESM01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
STEL01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
SARM01,0.0,,,,,,,0.0,1.5,JJ,Saturday,72.33333333333333,82.0,19.39931270260195,85.0,50.0,3
JONK01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,60.0,60.0,,60.0,60.0,1
DAV*01,0.0,,,,,,,0.0,1.0,JJ,Friday,92.0,92.0,14.142135623730951,102.0,82.0,2
KIMS01,0.0,,,,,,,0.0,2.0,JJ,Tuesday,83.5,83.5,12.020815280171307,92.0,75.0,2
JUDJ01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,70.0,70.0,,70.0,70.0,1
KIMY01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
BOSJ01,0.0,,,,,,,0.0,1.6666666666666667,SINEAD,Tuesday,62.85,70.0,29.228884686214077,90.0,30.73,5
ALZR01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
TAYJ01,0.0,,,,,,,0.0,2.0,JJ,Tuesday,131.0,131.0,41.012193308819754,160.0,102.0,2
MCPL01,0.0,,,,,,,0.0,2.0,BECKY,Tuesday,95.0,95.0,77.78174593052023,150.0,40.0,2
ANDN01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
SINJ01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
CRIV01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
CABL01,0.0,,,,,,,0.0,1.0,JOANNE,Wednesday,65.0,65.0,,65.0,65.0,1
BERH01,0.0,,,,,,,0.0,1.5,JJ,Wednesday,78.0,90.0,22.538855339169288,92.0,52.0,3
RUPN01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
MCLE01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
SOLR01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,60.0,60.0,,60.0,60.0,1
DINJ01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,60.0,60.0,,60.0,60.0,1
MONE01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
NORB01,0.0,,,,,,,0.0,1.0,JJ,Thursday,0.0,0.0,,0.0,0.0,1
NORL01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
SHAP01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,60.0,60.0,,60.0,60.0,1
STEP01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
HOLS01,0.0,,,,,,,0.0,1.0,JOANNE,Thursday,120.0,120.0,,120.0,120.0,1
TAYR01,0.0,,,SHCM,JJ,SHCM,0.0,1.0,1.0,JJ,Thursday,40.0,40.0,,40.0,40.0,1
TAYT01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,35.0,35.0,,35.0,35.0,1
BOES01,0.0,,,,,,,0.0,1.0,JOANNE,Friday,120.0,120.0,0.0,120.0,120.0,2
MARK01,2.0,CON,BECKY,SHCW,BECKY,SHCW,0.0,1.0,1.0,BECKY,Thursday,70.0,70.0,14.142135623730951,80.0,60.0,2
REIC01,0.0,,,,,,,0.0,1.0,JOANNE,Thursday,140.0,140.0,,140.0,140.0,1
ROSD01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
THOW01,0.0,,,,,,,0.0,1.0,JJ,Friday,67.0,67.0,49.49747468305833,102.0,32.0,2
GIEC01,0.0,,,,,,,0.0,1.0,JJ,Friday,40.0,40.0,,40.0,40.0,1
GRAA01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
REDM01,0.0,,,SBD,JJ,SBD,12.0,1.0,1.0,JJ,Friday,61.333333333333336,82.0,54.04936015655813,102.0,0.0,3
KHAN01,0.0,,,,,,,0.0,1.0,BECKY,Friday,30.0,30.0,,30.0,30.0,1
COWL01,0.0,,,,,,,0.0,3.0,JOANNE,Friday,81.66666666666667,70.0,63.31139971074193,150.0,25.0,3
CHA*01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
NICL01,0.0,,,,,,,0.0,2.0,JJ,Friday,59.9,59.9,31.254119728445403,82.0,37.8,2
TIML01,0.0,,,,,,,0.0,1.0,JJ,Friday,32.0,32.0,,32.0,32.0,1
WARK01,0.0,,,,,,,0.0,1.0,BECKY,Friday,30.0,30.0,,30.0,30.0,1
BUSC01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,92.0,92.0,14.142135623730951,102.0,82.0,2
SMIS01,0.0,,,,,,,0.0,1.0,JOANNE,Saturday,140.0,140.0,,140.0,140.0,1
PEEL01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,30.0,30.0,,30.0,30.0,1
TYRK01,0.0,,,,,,,0.0,2.0,JOANNE,Saturday,95.0,95.0,77.78174593052023,150.0,40.0,2
DESA01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
TAYJ02,0.0,,,,,,,0.0,2.0,JJ,Saturday,121.0,121.0,41.012193308819754,150.0,92.0,2
TINT02,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
ROST01,0.0,,,,,,,0.0,1.0,JJ,Saturday,40.0,40.0,,40.0,40.0,1
LYL01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
HOP01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
MOLC01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
MONL01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,70.0,70.0,,70.0,70.0,1
CHMY01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
BREF01,0.0,,,SHCM,JJ,SHCM,2.0,1.0,2.0,JJ,Tuesday,35.365,35.365,6.5548798615992965,40.0,30.73,2
MACR01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,35.0,35.0,,35.0,35.0,1
ROSM01,0.0,,,,,,,0.0,1.0,JOANNE,Tuesday,50.0,50.0,,50.0,50.0,1
KUCM02,0.0,,,,,,,0.0,3.0,JJ,Tuesday,60.93333333333334,50.4,18.244268506392178,82.0,50.4,3
ARAI01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
LUCL01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
LAMD01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
CURK01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
LINM01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
MACT01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,40.0,40.0,,40.0,40.0,1
STOS01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
CHUA01,0.0,,,,,,,0.0,2.0,JJ,Thursday,111.0,111.0,26.870057685088806,130.0,92.0,2
HAMD01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,30.0,30.0,,30.0,30.0,1
PRIL01,0.0,,,,,,,0.0,1.0,JJ,Thursday,51.0,51.0,,51.0,51.0,1
LOCS01,0.0,,,,,,,0.0,1.0,JOANNE,Thursday,140.0,140.0,,140.0,140.0,1
BUEM01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,30.0,30.0,,30.0,30.0,1
FLEC01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
SAMJ01,0.0,,,,,,,0.0,2.0,JJ,Friday,108.25,108.25,59.04341622907672,150.0,66.5,2
CHUC01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
NICS01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
CORS02,0.0,,,,,,,0.0,1.0,BECKY,Friday,70.0,70.0,14.142135623730951,80.0,60.0,2
PRIM01,0.0,,,,,,,0.0,1.0,JJ,Friday,51.0,51.0,,51.0,51.0,1
MASA01,0.0,,,CBAL,JOANNE,CBAL,1.0,2.0,1.0,BECKY,Friday,30.0,30.0,,30.0,30.0,1
MESK01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
MCKS01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
IORC01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
JONW01,0.0,,,,,,,0.0,1.0,KELLY,Saturday,45.0,45.0,,45.0,45.0,1
JONE01,0.0,,,,,,,0.0,3.0,KELLY,Saturday,98.0,45.0,132.69137123415373,249.0,0.0,3
HASS01,0.0,,,,,,,0.0,2.0,KELLY,Saturday,36.225,36.225,12.409724009823911,45.0,27.45,2
OGOE01,0.0,,,,,,,0.0,1.0,KELLY,Saturday,45.0,45.0,,45.0,45.0,1
RONM01,0.0,,,,,,,0.0,1.0,JOANNE,Saturday,160.0,160.0,,160.0,160.0,1
DANJ01,0.0,,,,,,,0.0,1.5,BECKY,Saturday,50.0,50.0,20.0,70.0,30.0,3
MCGM01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,35.0,35.0,,35.0,35.0,1
BARE01,0.0,,,,,,,0.0,2.0,KELLY,Saturday,55.0,55.0,14.142135623730951,65.0,45.0,2
RIZB01,0.0,,,,,,,0.0,2.0,KELLY,Saturday,55.0,55.0,0.0,55.0,55.0,2
DANG01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
LURM01,0.0,,,,,,,0.0,1.0,JOANNE,Saturday,120.0,120.0,,120.0,120.0,1
MOGS01,0.0,,,,,,,0.0,1.0,KELLY,Tuesday,45.0,45.0,,45.0,45.0,1
ANDJ01,0.0,,,,,,,0.0,4.0,KELLY,Tuesday,70.0,55.0,56.421036266035856,150.0,20.0,4
ERVA01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,70.0,70.0,,70.0,70.0,1
DRAR01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,35.0,35.0,,35.0,35.0,1
HOLD01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
SHAI01,0.0,,,,,,,0.0,3.0,JOANNE,Tuesday,83.33333333333333,80.0,65.06407098647712,150.0,20.0,3
PN01,0.0,,,,,,,0.0,1.0,KELLY,Tuesday,35.0,35.0,,35.0,35.0,1
RIVA01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
KUKH01,0.0,,,,,,,0.0,2.0,BECKY,Tuesday,95.0,95.0,77.78174593052023,150.0,40.0,2
SAVC01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
KOSA01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,45.0,45.0,,45.0,45.0,1
SINS02,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,30.0,30.0,,30.0,30.0,1
.L01,0.0,,,SHCW,JJ,SHCW,5.0,1.0,2.0,JJ,Wednesday,131.0,131.0,55.154328932550705,170.0,92.0,2
DRAA01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,55.0,55.0,,55.0,55.0,1
CLEE01,0.0,,,,,,,0.0,2.0,SINEAD,Wednesday,52.7,52.7,24.465894629054546,70.0,35.4,2
PARJ01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,35.0,35.0,,35.0,35.0,1
VELA01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
SHEK01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
WALS01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
HENA01,0.0,,,,,,,0.0,3.0,JOANNE,Thursday,73.33333333333333,70.0,55.075705472861024,130.0,20.0,3
HOAB01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
MAPJ01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
POLB01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,42.5,42.5,17.67766952966369,55.0,30.0,2
HIMB01,0.0,,,SHCW,JJ,SHCW,1.0,1.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
THOJ01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
AVPR01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,30.0,30.0,,30.0,30.0,1
IADA01,0.0,,,,,,,0.0,1.0,KELLY,Friday,55.0,55.0,,55.0,55.0,1
DORR01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
MER*01,0.0,,,,,,,0.0,1.0,KELLY,Friday,55.0,55.0,,55.0,55.0,1
KASJ01,0.0,,,,,,,0.0,1.0,BECKY,Friday,60.0,60.0,,60.0,60.0,1
LYOH01,0.0,,,,,,,0.0,1.0,BECKY,Friday,60.0,60.0,,60.0,60.0,1
HIGA01,0.0,,,,,,,0.0,1.0,KELLY,Friday,55.0,55.0,,55.0,55.0,1
WEIS01,0.0,,,,,,,0.0,1.0,JJ,Friday,40.0,40.0,,40.0,40.0,1
COWS01,0.0,,,,,,,0.0,1.5,JOANNE,Thursday,88.33333333333333,60.0,100.54020754570448,200.0,5.0,3
RADP01,0.0,,,,,,,0.0,1.0,KELLY,Saturday,35.0,35.0,,35.0,35.0,1
FLAS01,0.0,,,,,,,0.0,5.0,SINEAD,Saturday,51.11,36.3,24.23557715425816,80.0,30.73,5
FLAC01,0.0,,,,,,,0.0,4.0,SINEAD,Saturday,78.5625,56.760000000000005,65.01194165946234,170.0,30.73,4
WILT01,0.0,,,,,,,0.0,2.0,JJ,Saturday,72.05,72.05,14.071424945612293,82.0,62.1,2
LANI01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
PATB01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,60.0,60.0,,60.0,60.0,1
RETM01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
SASM01,0.0,,,CBAL,KELLY,CBAL,0.0,1.0,3.0,KELLY,Saturday,42.483333333333334,45.0,13.946355557396828,55.0,27.45,3
SPEK01,0.0,,,,,,,0.0,1.0,JOANNE,Saturday,50.0,50.0,,50.0,50.0,1
MAUA01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
DHAL01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
STEL02,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,30.0,30.0,,30.0,30.0,1
WALC01,0.0,,,,,,,0.0,1.0,JOANNE,Tuesday,65.0,65.0,,65.0,65.0,1
DAWP01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,70.0,70.0,,70.0,70.0,1
KEN*01,0.0,,,,,,,0.0,1.5,SINEAD,Wednesday,66.10333333333334,70.0,26.064382465988587,90.0,38.31,3
LEB01,0.0,,,,,,,0.0,2.0,KELLY,Tuesday,35.0,35.0,14.142135623730951,45.0,25.0,2
MULN01,0.0,,,SDUD,JJ,SDUD,3.0,1.0,4.0,JJ,Tuesday,42.65,44.099999999999994,9.256889326334194,50.4,32.0,4
STEJ01,0.0,,,,,,,0.0,3.0,KELLY,Tuesday,55.0,55.0,10.0,65.0,45.0,3
AYKS01,0.0,,,,,,,0.0,2.0,JOANNE,Tuesday,100.0,100.0,49.49747468305833,135.0,65.0,2
VANJ01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,30.0,30.0,,30.0,30.0,1
BUFJ01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,30.0,30.0,,30.0,30.0,1
BUFW01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,35.0,35.0,,35.0,35.0,1
PUGS01,1.0,CON,JJ,,,,,0.0,1.5,JJ,Tuesday,108.0,102.0,19.697715603592208,130.0,92.0,3
LAWJ01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,35.0,35.0,,35.0,35.0,1
HILD01,0.0,,,CHLPHC,JOANNE,CHLPHC,14.0,2.0,2.0,JOANNE,Tuesday,92.5,92.5,123.74368670764582,180.0,5.0,2
THOA01,0.0,,,,,,,0.0,1.0,KELLY,Tuesday,55.0,55.0,,55.0,55.0,1
DODK01,1.0,CON,SINEAD,,,,,0.0,1.0,SINEAD,Tuesday,70.0,70.0,,70.0,70.0,1
STEM02,0.0,,,,,,,0.0,1.0,JJ,Tuesday,40.0,40.0,,40.0,40.0,1
ANDM01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,30.0,30.0,,30.0,30.0,1
MORD01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,35.0,35.0,,35.0,35.0,1
BALJ01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,80.0,80.0,14.142135623730951,90.0,70.0,2
HOUC01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,45.0,45.0,,45.0,45.0,1
MAEJ01,0.0,,,CFC,BECKY,CFC,8.0,1.0,3.0,JJ,Wednesday,60.91,60.0,30.64513501357108,92.0,30.73,3
DEK01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
MOHR01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,75.0,75.0,,75.0,75.0,1
FREJ01,0.0,,,,,,,0.0,1.0,BECKY,Wednesday,30.0,30.0,,30.0,30.0,1
CHUH01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
WILS01,0.0,,,,,,,0.0,1.0,JJ,Thursday,102.0,102.0,,102.0,102.0,1
WAIS01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
LEEJ01,0.0,,,,,,,0.0,1.0,KELLY,Thursday,55.0,55.0,,55.0,55.0,1
STED01,0.0,,,,,,,0.0,1.0,KELLY,Thursday,35.0,35.0,,35.0,35.0,1
MACK01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,35.0,35.0,,35.0,35.0,1
HOLG01,0.0,,,,,,,0.0,1.0,KELLY,Thursday,75.0,75.0,,75.0,75.0,1
OGRS01,0.0,,,,,,,0.0,3.0,JOANNE,Thursday,58.333333333333336,25.0,80.36375634160795,150.0,0.0,3
PAUB01,0.0,,,,,,,0.0,3.0,KELLY,Thursday,75.0,45.0,65.3834841531101,150.0,30.0,3
SCHP01,0.0,,,,,,,0.0,2.0,BECKY,Friday,90.0,90.0,28.284271247461902,110.0,70.0,2
FZUA01,0.0,,,,,,,0.0,1.0,BECKY,Friday,60.0,60.0,,60.0,60.0,1
NADS01,0.0,,,,,,,0.0,3.0,JJ,Friday,55.666666666666664,50.0,17.21433511156714,75.0,42.0,3
PAIK01,0.0,,,,,,,0.0,1.0,BECKY,Friday,60.0,60.0,,60.0,60.0,1
HOFA01,0.0,,,,,,,0.0,2.0,JJ,Saturday,30.0,30.0,42.42640687119285,60.0,0.0,2
RUMJ02,0.0,,,,,,,0.0,2.0,JJ,Saturday,76.0,76.0,22.627416997969522,92.0,60.0,2
PURD01,0.0,,,,,,,0.0,1.0,JJ,Saturday,40.0,40.0,,40.0,40.0,1
METJ01,0.0,,,,,,,0.0,2.0,BECKY,Saturday,40.0,40.0,28.284271247461902,60.0,20.0,2
PEDM02,0.0,,,,,,,0.0,1.0,BECKY,Saturday,30.0,30.0,,30.0,30.0,1
PHIC01,1.0,SHCW,SINEAD,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
ABLD01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,30.0,30.0,,30.0,30.0,1
BURK01,0.0,,,,,,,0.0,1.0,KELLY,Saturday,35.0,35.0,,35.0,35.0,1
VARL01,0.0,,,,,,,0.0,2.0,KELLY,Saturday,60.0,60.0,21.213203435596427,75.0,45.0,2
FERK01,0.0,,,,,,,0.0,1.0,JJ,Saturday,32.0,32.0,,32.0,32.0,1
STUM01,0.0,,,,,,,0.0,2.0,JOANNE,Saturday,98.9,98.9,86.40844866099611,160.0,37.8,2
MAF*01,0.0,,,,,,,0.0,2.0,JJ,Saturday,59.9,59.9,31.254119728445403,82.0,37.8,2
DHAS01,0.0,,,,,,,0.0,1.0,KELLY,Saturday,55.0,55.0,,55.0,55.0,1
CZES01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,240.0,240.0,,240.0,240.0,1
MICM01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,60.0,60.0,,60.0,60.0,1
INGS01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,60.0,60.0,,60.0,60.0,1
COMJ01,0.0,,,,,,,0.0,2.0,BECKY,Sunday,47.25,47.25,18.031222920256962,60.0,34.5,2
AITS01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,40.0,40.0,,40.0,40.0,1
TRAS01,0.0,,,,,,,0.0,1.0,JOANNE,Tuesday,130.0,130.0,,130.0,130.0,1
GORM01,0.0,,,,,,,0.0,2.0,JOANNE,Tuesday,62.5,62.5,3.5355339059327378,65.0,60.0,2
FEDS01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
ANDE01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,55.0,55.0,,55.0,55.0,1
CHRJ01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
WEES01,1.0,CON,JJ,,,,,0.0,1.0,JJ,Wednesday,40.0,40.0,,40.0,40.0,1
NGUJ01,0.0,,,,,,,0.0,3.0,KELLY,Wednesday,100.0,75.0,70.88723439378913,180.0,45.0,3
AMAK01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,35.0,35.0,,35.0,35.0,1
LEEK01,0.0,,,,,,,0.0,1.0,KELLY,Wednesday,55.0,55.0,,55.0,55.0,1
CLAJ01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,32.0,32.0,,32.0,32.0,1
TRUA01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,40.0,40.0,,40.0,40.0,1
BIZK01,0.0,,,,,,,0.0,1.0,JJ,Thursday,32.0,32.0,,32.0,32.0,1
WINJ01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
CLUS01,0.0,,,,,,,0.0,1.0,KELLY,Thursday,55.0,55.0,,55.0,55.0,1
SWAM01,0.0,,,,,,,0.0,1.0,KELLY,Thursday,55.0,55.0,,55.0,55.0,1
HERD01,0.0,,,,,,,0.0,2.0,KELLY,Thursday,31.725,31.725,18.773685040502837,45.0,18.45,2
MALJ01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
MARO01,0.0,,,,,,,0.0,1.0,KELLY,Friday,60.0,60.0,,60.0,60.0,1
DANJ02,0.0,,,,,,,0.0,1.0,BECKY,Thursday,60.0,60.0,,60.0,60.0,1
STOK02,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
NGC01,0.0,,,,,,,0.0,1.0,KELLY,Friday,55.0,55.0,,55.0,55.0,1
MERN01,0.0,,,CFC,KELLY,CFC,2.0,1.0,1.0,KELLY,Friday,55.0,55.0,,55.0,55.0,1
CALC01,0.0,,,,,,,0.0,1.0,KELLY,Friday,55.0,55.0,,55.0,55.0,1
BEAA02,0.0,,,,,,,0.0,2.0,JJ,Friday,59.9,59.9,31.254119728445403,82.0,37.8,2
JARS01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
YANJ01,0.0,,,SHCW,KELLY,SHCW,0.0,1.0,1.0,KELLY,Saturday,45.0,45.0,,45.0,45.0,1
LEAS01,0.0,,,,,,,0.0,1.0,JOANNE,Saturday,50.0,50.0,,50.0,50.0,1
